Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Externa;25/11/2020;Procedimento;Hematologia;Bayer;Alfadamoctocogue pegol;Processo encerrado: decisão de incorporação no SUS;Profilaxia secundária em pacientes com Hemofilia A, a partir de 12 anos, previamente tratados e sem inibidor;Incorporação;14/02/2022
Externa;01/12/2020;Medicamento;Reumatologia;Wyeth Indústria Farmacêutica;Citrato de tofacitinibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes adultos com retocolite ulcerativa ativa moderada a grave com resposta inadequada, perda de resposta ou intolerância aos medicamentos sintéticos convencionais;Incorporação;29/06/2021
Externa;01/12/2020;Medicamento;Cardiovascular;JanssenCilag Farmacêutica;Selexipague;Processo encerrado: decisão de incorporação no SUS;Para pacientes adultos com hipertensão arterial pulmonar (HAP Grupo I) em classe funcional III que Não alcançaram resposta satisfatória com ERA e/ou PDE5i, como alternativa a iloprosta;Incorporação;09/08/2021
Externa;04/12/2020;Medicamento;Oncologia;AstraZeneca do Brasil;Olaparibe;Processo encerrado: a pedido do demandante;Terapia de manutenção de pacientes adultas com carcinoma epitelial de ovário recém diagnosticado, seroso e endometrioide, de alto grau, avançado, com mutação BRCA e resposta à quimioterapia em primeira linha baseada em platina;Incorporação;
Externa;09/12/2020;Medicamento;Genética;Pint Pharma Produtos MedicosHospitalares e Farmaceuticos;Migalastate;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com Doença de Fabry com mutações suscetíveis e idade igual ou superior a 16 anos;Incorporação;08/07/2021
Externa;09/12/2020;Medicamento;Imunologia;UCB Biopharma;Certolizumabe Pegol;Processo encerrado: decisão de não incorporação no SUS;Tratamento de artrite psoríaca em primeira linha de tratamento biológico (MMCDb);Incorporação;08/07/2021
Externa;18/12/2020;Medicamento;Genética;Takeda Pharma;Lanadelumabe;Processo encerrado: decisão de não incorporação no SUS;Profilaxia de longo prazo em pacientes com angioedema hereditário com 12 anos ou mais;Incorporação;12/07/2021
Externa;21/12/2020;Medicamento;Genética;Specialty Pharma Goiás;Givosirana;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes adultos com porfirias hepáticas agudas.;Incorporação;08/07/2021
Externa;22/12/2020;Medicamento;Reumatologia;Novartis Biociências;Secuquinumabe como primeira etapa de terapia biológica;Processo encerrado: decisão de não incorporação no SUS;Tratamento de espondiloartrite axial em pacientes adultos;Incorporação;08/07/2021
Externa;23/12/2020;Medicamento;Neurologia;Aché Laboratórios Farmacêuticos;Levetiracetam (500 mg e 1000 mg);Processo encerrado: decisão de incorporação no SUS;Tratamento adjuvante para epilepsia.;Incorporação;29/09/2021
Externa;24/12/2020;Medicamento;Hematologia;Takeda Pharma;Alfarurioctocogue Pegol;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com Hemofilia A.;Incorporação;14/02/2022
Externa;08/02/2021;Procedimento;Nutrologia;"
Sociedade Brasileira de Nutrição Parenteral e Enteral";Suplementação nutricional oral;Processo encerrado: decisão de não incorporação no SUS;Para pacientes clínicos ou cirúrgicos desnutridos ou em risco de desnutrição.;Incorporação;03/09/2021
Externa;08/03/2021;Produto;Oftalmologia;"
Glaukos Produtos Médicos";Implante de drenagem oftalmológico;Processo encerrado: decisão de incorporação no SUS;Tratamento do glaucoma primário de ângulo aberto leve a moderado;Incorporação;08/10/2021
Externa;26/03/2021;Medicamento;Endocrinologia;Zodiac Produtos Farmacêuticos;Acetato de Leuprorrelina Subcutânea45 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento da puberdade precoce central;Incorporação;03/11/2021
Externa;05/04/2021;Medicamento;Genética;Novartis Biociências;Voretigeno neparvoveque;Processo encerrado: decisão de não incorporação no SUS;Distrofia hereditária da retina mediada por mutação bialélica no gene RPE65;Incorporação;27/09/2021
Externa;25/03/2021;Medicamento;Neurologia;5ª Vara Federal de Porto Alegre;Baclofeno oral;Processo encerrado: decisão de não incorporação no SUS;Tratamento da espasticidade;Incorporação;17/03/2022
Externa;22/04/2021;Medicamento;Infectologia;Gilead Sciences Farmacêutica do Brasil;Rendesivir;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com Covid19 hospitalizados com pneumonia e necessidade de suplementação de oxigênio;Incorporação;09/09/2021
Externa;23/04/2021;Medicamento;Infectologia;Gilead Sciences Farmacêutica do Brasil;Bictegravir/entricitabina/tenofovir alafenamida;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com infecção pelo HIV1 virologicamente suprimidos e com doença renal crônica;Incorporação;30/12/2021
Externa;29/04/2021;Medicamento;Oncologia;Bayer;Larotrectinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com tumores sólidos localmente avançados ou metastáticos positivos para fusão do gene NTRK.;Incorporação;07/12/2021
Externa;06/05/2021;Medicamento;Oncologia;Novartis Biociências;Succinato de ribociclibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de segunda linha do câncer de mama receptor hormonal positivo, HER2 negativo (RH+/HER2) localmente avançado ou metastático.;Incorporação;07/12/2021
Externa;06/05/2021;Medicamento;Oncologia;Novartis Biociências;Succinato de ribociclibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de primeira linha de mulheres em pósmenopausa com câncer de mama receptor hormonal positivo, HER2 negativo (RH+/HER2) localmente avançado ou metastático;Incorporação;07/12/2021
Externa;06/05/2021;Medicamento;Oncologia;Novartis Biociências;Succinato de ribociclibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de primeira linha de mulheres em peri ou prémenopausa com câncer de mama receptor hormonal positivo, HER2 negativo (RH+/HER2) localmente avançado ou metastático.;Incorporação;07/12/2021
Externa;06/05/2021;Medicamento;Oncologia;Wyeth Indústria Farmacêutica;Palbociclibe;Processo encerrado: decisão de incorporação no SUS;Tratamento, em primeira linha, do câncer de mama avançado ou metastático RH+/HER2, em combinação com hormonioterapia, em mulheres na pósmenopausa.;Incorporação;07/12/2021
Externa;06/05/2021;Medicamento;Oncologia;Wyeth Indústria Farmacêutica;Palbociclibe;Processo encerrado: decisão de incorporação no SUS;Tratamento, em segunda linha, do câncer de mama avançado ou metastático RH+/HER2, em combinação com fulvestranto, em mulheres adultas;Incorporação;07/12/2021
Externa;07/05/2021;Medicamento;Pneumologia;GlaxoSmithKline Brasil;"Propionato de fluticasona; xinafoato de salmeterol";Processo encerrado: decisão de não incorporação no SUS;Tratamento da asma em pacientes a partir de 4 anos;Incorporação;07/12/2021
Externa;19/05/2021;Medicamento;Genética;BioMarin Brasil Farmacêutica;Alfacerliponase;Processo encerrado: decisão de incorporação no SUS;Tratamento da Lipofuscinose Ceroide Neuronal tipo 2 (CLN2);Incorporação;25/04/2022
Externa;07/06/2021;Medicamento;Neurologia;Produtos Roche Químicos e Farmacêuticos;Risdiplam;Processo encerrado: decisão de incorporação no SUS;Tratamento de atrofia muscular espinhal (AME) tipo II;Incorporação;14/03/2022
Externa;07/06/2021;Medicamento;Neurologia;Produtos Roche Químicos e Farmacêuticos;Risdiplam;Processo encerrado: decisão de não incorporação no SUS;Tratamento da Atrofia Muscular Espinhal (AME) tipo IIIa;Incorporação;14/03/2022
Externa;08/06/2021;Medicamento;Neurologia;Produtos Roche Químicos e Farmacêuticos;Risdiplam;Processo encerrado: decisão de incorporação no SUS;Tratamento de atrofia muscular espinhal (AME) tipo I;Incorporação;14/03/2022
Externa;15/06/2021;Medicamento;Endocrinologia;Aché Laboratórios Farmacêuticos;Embonato de Triptorrelina 22,5 mg administração semestral;Processo encerrado: decisão de incorporação no SUS;Tratamento de Puberdade Precoce Central (PPC).;Incorporação;17/03/2022
Externa;23/06/2021;Medicamento;Pneumologia;Federação Brasileira das Associações de Doenças Raras Febrararas;Riociguate;Processo encerrado: decisão de não incorporação no SUS;Tratamento da hipertensão pulmonar tromboembólica crônica (HPTEC) inoperável, persistente ou recorrente após tratamento cirúrgico;Incorporação;14/03/2022
Externa;28/07/2021;Medicamento;Pneumologia;Vertex Farmacêutica do Brasil;Tezacaftorivacaftor;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com fibrose cística com 12 anos de idade ou mais com mutação F508del do gene CFTR em homozigose ou com mutação F508del e uma das seguintes mutações: P67L, D110H, R117C, L206W, R352Q, A455E, D579G, 711+3A?G, S945L, S977F, R1070W, D1152H, 2789+5G?A, 327226A?G, e 3849+10kbC?T;Incorporação;01/06/2022
Externa;04/08/2021;Medicamento;Saúde da Mulher;Hemafarma Com. e Ind. Farmacêutica;Contraceptivos injetáveis acetato de medroxiprogesterona + cipionato de estradiol (25mg + 5mg) e algestona acetofenida + enantato de estradiol (150 mg + 10mg);Processo encerrado: decisão de incorporação no SUS;Mulheres em idade fértil;Incorporação;28/04/2022
Externa;01/09/2021;Medicamento;Neurologia;Merck;Cladribina oral;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com esclerose múltipla remitenterecorrente altamente ativa;Incorporação;11/07/2022
Externa;08/09/2021;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Blinatumomabe;Processo encerrado: decisão de incorporação no SUS;Leucemia linfoblástica aguda (LLA) B derivada pediátrica em primeira recidiva medular de alto risco;Incorporação;03/06/2022
Externa;09/09/2021;Medicamento;Infectologia;Merck Sharp & Dohme Farmacêutica;Vacina pneumocócica 23valente (polissacarídica);Processo encerrado: decisão de não incorporação no SUS;Imunização de idosos com 60 anos ou mais;Ampliação de Uso;01/06/2022
Externa;05/10/2021;Medicamento;Cardiovascular;AstraZeneca do Brasil;Dapagliflozina;Processo encerrado: decisão de incorporação no SUS;Terapia adicional de pacientes adultos com insuficiência cardíaca com fração de ejeção reduzida (FEVE£40%), NYHA IIIV e sintomáticos apesar do uso de terapia padrão com inibidor da Enzima Conversora de Angiotensina (IECA) ou Antagonista do Receptor da Angiotensina II (ARA II), com betabloqueadores, diuréticos e antagonista do receptor de mineralocorticoides, conforme Diretrizes do Ministério da Saúde.;Incorporação;11/07/2022
Externa;02/11/2021;Medicamento;Neurologia;Novartis Biociências;Ofatumumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de esclerose múltipla recorrente em primeira linha de terapia modificadora do curso da doença.;Incorporação;11/07/2022
Externa;03/12/2021;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Ruxolitinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com mielofibrose, risco intermediário2 ou alto, com plaquetas acima de 100.000/mm3, inelegíveis ao transplante de célulastronco hematopoéticas;Incorporação;04/07/2022
Externa;17/12/2021;Medicamento;Dermatologia;LEO Pharma;Associação fixa de hidrato de calcipotriol e dipropionato de betametasona;Processo encerrado: decisão de não incorporação no SUS;Psoríase vulgarbapós falha de corticoide tópico isolado;Incorporação;11/07/2022
Externa;17/12/2021;Medicamento;Oncologia;Produtos Roche Químicos e Farmacêuticos;Trastuzumabe entansina;Processo encerrado: decisão de incorporação no SUS;Tratamento adjuvante do câncer de mama HER2positivo inicial para pacientes (estadio III) com doença residual pós tratamento neoadjuvante;Incorporação;12/09/2022
Externa;22/12/2021;Medicamento;Gastroenterologia;Takeda Pharma;Vedolizumabe;Processo encerrado: decisão de não incorporação no SUS;Pacientes com doença de Crohn ativa moderada a grave com contraindicação aos antiTNFs ou com falha primária a um antiTNF.;Incorporação;12/09/2022
Externa;11/01/2022;Medicamento;Genética;Sanofi Medley Farmacêutica;Alfaalglicosidase;Processo encerrado: decisão de não incorporação no SUS;Terapia de reposição enzimática para tratamento de pacientes com diagnóstico confirmado de doença de Pompe de início tardio (DPIT).;Incorporação;27/09/2022
Externa;19/01/2022;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Carfilzomibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com mieloma múltiplo recidivado ou refratário que receberam uma terapia prévia em combinação com dexametasona.;Incorporação;27/09/2022
Externa;21/01/2022;Medicamento;Dermatologia;UCB Biopharma;Certolizumabe Pegol;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes acima de 18 anos com psoríase em placas moderada a grave e peso inferior à 90kg e Não responderam ao tratamento com adalimumabe.;Incorporação;27/09/2022
Externa;24/01/2022;Medicamento;Infectologia;Eli Lilly do Brasil;Baricitinibe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes adultos com Covid19 hospitalizados que necessitam de oxigênio por máscara ou cateter nasal, ou que necessitam de alto fluxo de oxigênio ou ventilação Não invasiva.;Incorporação;01/04/2022
Externa;07/02/2022;Medicamento;Nefrologia;AstraZeneca do Brasil;Dapagliflozina;Processo encerrado: decisão de incorporação no SUS;Terapia adicional à terapia padrão para pacientes adultos com doença renal crônica;Incorporação;27/09/2022
Externa;22/02/2022;Medicamento;Neurologia;PTC Farmacêutica do Brasil;Inotersena;Processo encerrado: decisão de não incorporação no SUS;Tratamento da polineuropatia amiloidótica familiar relacionada à transtirretina em pacientes adultos Não atendidos pela terapia com estabilizadores da proteína TTR no SUS.;Incorporação;11/05/2023
Externa;25/02/2022;Medicamento;Oncologia;Wyeth Indústria Farmacêutica;Crizotinibe;Processo encerrado: decisão de incorporação no SUS;Tratamento, em primeira linha, de pacientes adultos com câncer de pulmão Não pequenas células avançado ALK+;Incorporação;08/12/2022
Externa;25/02/2022;Medicamento;Ortopedia;Amgen Biotecnologia do Brasil;Romosozumabe;Processo encerrado: decisão de incorporação no SUS;Mulheres na pósmenopausa, a partir dos 70 anos, que apresentam risco muito alto de fratura por fragilidade e que falharam (apresentaram duas ou mais fraturas) com o padrão de tratamento medicamentoso;Incorporação;06/12/2022
Externa;09/03/2022;Medicamento;Cardiovascular;Boehringer Ingelheim do Brasil Química e Farmacêutica;Empagliflozina;Processo encerrado: decisão de não incorporação no SUS;Tratamento da insuficiência cardíaca com fração de ejeção reduzida e classes funcionais NYHA II;Incorporação;11/11/2022
Externa;07/04/2022;Medicamento;Hematologia;Merck Sharp & Dohme Farmacêutica;Letermovir;Processo encerrado: decisão de não incorporação no SUS;Profilaxia de infecção e doença causadas pelo citomegalovírus em adultos receptores (R+) de transplantes de celulastronco hematopoiéticas alogênico e soropositivos ao CMV;Incorporação;08/12/2022
Externa;14/04/2022;Medicamento;"Infectologia
";AstraZeneca do Brasil;Cilgavimabe/Tixagevimabe;Processo encerrado: decisão de não incorporação no SUS;Profilaxia préexposição à Covid19 de pacientes com risco aumentado de resposta inadequada a vacinação, incluindo pacientes transplantados de órgãos sólidos e medula óssea e/ou com imunodeficiência.;Incorporação;29/09/2022
Externa;20/04/2022;Medicamento;"Infectologia
";Gilead Sciences Farmacêutica do Brasil;Sofosbuvir + velpatasvir + voxilaprevir;Processo encerrado: decisão de incorporação no SUS;Retratamento de pacientes com hepatite C crônica sem cirrose ou com cirrose compensada (ChildPugh A);Incorporação;02/12/2022
Externa;26/04/2022;Medicamento;Oncologia;Defensoria Pública da União em João Pessoa;Trastuzumabe Entansina em monoterapia;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com câncer de mama HER2positivo metastático ou localmente avançado Não ressecável, que tenham recebido tratamento prévio com trastuzumabe e um taxano;Incorporação;12/09/2022
Externa;26/04/2022;Medicamento;Cardiovascular;Wyeth Indústria Farmacêutica;Tafamidis meglumina;Processo encerrado: decisão de não incorporação no SUS;Tratamento da cardiomiopatia amiloide associada à transtirretina do tipo selvagem ou hereditária, classes NYHA II e III, em pacientes acima de 60 anos de idade.;Incorporação;22/12/2022
Externa;28/04/2022;Medicamento;Pessoa com Deficiência;AMRYT Brasil Comércio e Importação de Medicamentos;Lomitapida;Processo encerrado: decisão de não incorporação no SUS;Tratamento da Hipercolesterolemia Familiar Homozigótica em pacientes adultos (>18 anos);Incorporação;26/01/2023
Externa;10/05/2022;Produto;Endocrinologia;Sociedade Brasileira de Patologia Clínica/Medicina Laboratorial;Pointofcare testing de hemoglobina glicada;Processo encerrado: decisão de não incorporação no SUS;Pacientes diabéticos.;Incorporação;15/09/2023
Externa;16/05/2022;Medicamento;Genética;Recordati Rare Diseases Comércio de Medicamentos;Betaína anidra;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com homocistinuria com deficiëncias ou defeitos da cistationinabetasintetase, nao responsivos a piridoxina (B6);Incorporação;20/12/2022
Externa;18/05/2022;Medicamento;Nefrologia;Fresenius Kabi Brasil;Aminoácidos + Análogos;Processo encerrado: decisão de não incorporação no SUS;Prevenção e tratamento de danos causados pelo metabolismo falho ou deficiente de proteínas, na doença renal crônica em conjunto com uma ingestão proteica limitada.;Incorporação;08/12/2022
Externa;24/05/2022;Medicamento;Neurologia;Novartis Biociências;Onasemnogeno abeparvoveque;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes pediátricos até 6 meses de idade com Atrofia Muscular Espinhal (AME) do tipo I que estejam fora de ventilação invasiva acima de 16 horas por dia.;Incorporação;07/12/2022
Externa;22/06/2022;Medicamento;Endocrinologia;AstraZeneca do Brasil;Dapagliflozina;Processo encerrado: decisão de incorporação no SUS;Pacientes com diabetes mellitus tipo 2 com com alto risco de desenvolver doença cardiovascular ou com doença cardiovascular estabelecida e idade entre 40 e 64 anos.;Incorporação;05/04/2023
Externa;27/06/2022;Medicamento;Dermatologia;5ª Vara Federal de Porto Alegre;Ciclosporina oral;Processo encerrado: decisão de incorporação no SUS;Tratamento da dermatite atópica;Incorporação;07/10/2022
Externa;28/06/2022;Medicamento;Gastroenterologia;Laboratórios Ferring;Mesalazina;Processo encerrado: decisão de incorporação no SUS;Retocolite ulcerativa idiopática leve a moderada em pacientes acima de 18 anos de idade em todas as extensões em terapia de indução e manutenção da remissão;Incorporação;12/05/2023
Externa;01/07/2022;Medicamento;Genética;Takeda Pharma;Alfagalsidase;Processo encerrado: decisão de incorporação no SUS;Tratamento da doença de Fabry clássica em pacientes com sete anos de idade ou mais.;Incorporação;22/05/2023
Externa;04/07/2022;Medicamento;Imunologia;Wyeth Indústria Farmacêutica;Vacina pneumocócica conjugada 13valente;Processo encerrado: decisão de não incorporação no SUS;Imunização de crianças com até cinco anos de idade para a prevenção de doença pneumocócica invasiva e pneumonia.;Ampliação de Uso;10/07/2023
Externa;14/07/2022;Produto;Cardiovascular;Edwards Lifesciences Comercio de Produtos MedicoCirurgicos;Sensor précalibrado;Processo encerrado: decisão de não incorporação no SUS;Monitorização de pressão intravascular e minimamente invasiva do débito cardíaco, Flotrac® para cirurgias, maiores e de alto risco;Incorporação;18/04/2023
Externa;21/07/2022;Medicamento;Reumatologia;Sociedade Brasileira de Reumatologia;Rituximabe;Processo encerrado: decisão de incorporação no SUS;Terapia de indução de remissão dos pacientes com diagnóstico recente e para os casos de recidiva de vasculites associadas ao anticorpos anticitoplasma de neutrófilos (VAA).;Incorporação;28/07/2023
Externa;22/07/2022;Medicamento;Cardiovascular;Boehringer Ingelheim do Brasil Química e Farmacêutica;Empagliflozina;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com Insuficiência Cardíaca com Fração de Ejeção Preservada e Levemente Reduzida (FEVE>40%) e classes funcionais NYHA II e III;Incorporação;28/04/2023
Externa;04/08/2022;Medicamento;Reumatologia;GlaxoSmithKline Brasil;Belimumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento adjuvante de pacientes com 18 anos ou mais, com LES e que apresentem alto grau de atividade da doença apesar da terapia padrão, com falha terapêutica a dois imunossupressores prévios.;Incorporação;30/06/2023
Externa;16/08/2022;Medicamento;Neurologia;Specialty Pharma Goiás;Patisirana sódica;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes diagnosticados com amiloidose hereditaria relacionada a transtirretina (ATTRh) com polineuropatia em estagio 2 ou que apresentam resposta inadequada a tafamidis.;Incorporação;20/10/2023
Externa;01/09/2022;Medicamento;Hematologia;Produtos Roche Químicos e Farmacêuticos;Emicizumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento profilático de pessoas com hemofilia A, moderada ou grave, e anticorpos inibidores do Fator VIII, sem restrição de faixa etária, exceto aquelas em tratamento de indução à imunotolerância;Incorporação;09/10/2023
Externa;02/09/2022;Procedimento;Dermatologia;Universidade de São Paulo;Terapia Fotodinâmica;Processo encerrado: decisão de incorporação no SUS;Tratamento de Câncer de Pele Não melanoma do tipo Carcinoma Basocelular Superficial e Nodular;Incorporação;06/09/2023
Externa;02/09/2022;Medicamento;Hematologia;Produtos Roche Químicos e Farmacêuticos;Emicizumabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento profilático de pacientes de até 12 anos de idade com hemofilia A, moderada ou grave, sem inibidores do Fator VIII;Ampliação de Uso;09/10/2023
Externa;16/09/2022;Medicamento;Hematologia;CSL Behring Comércio de Produtos Farmacêuticos;Alfalonoctocogue;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos e adolescentes (acima de 12 anos) com hemofilia A previamente tratados e sem inibidor, para profilaxia secundária.;Incorporação;09/10/2023
Externa;04/10/2022;Medicamento;Endocrinologia;Novo Nordisk Farmacêutica do Brasil;Liraglutida 3mg;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com obesidade e imc acima de 35kg/m, prédiabetes e alto risco de doença cardiovascular;Incorporação;31/10/2023
Externa;01/12/2022;Medicamento;Imunologia;Takeda Pharma;Acetato de icatibanto;Processo encerrado: decisão de incorporação no SUS;Tratamento de crises agudas de pacientes adultos diagnosticados com angioedema hereditário com deficiência de inibidor de C1 esterase (tipos I e II).;Incorporação;22/12/2023
Externa;02/12/2022;Medicamento;Oftalmologia;Allergan Produtos Farmacêuticos;Implante biodegradável de dexametasona;Processo encerrado: decisão de incorporação no SUS;Tratamento do edema macular diabético como opção terapêutica aos antiVEGFs (ranibizumabe aflibercepte);Incorporação;09/10/2023
Externa;07/12/2022;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Cloridrato de Ponatinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de adultos com: leucemia mieloide crônica (LMC) nas Fases Crônica, Acelerada e Blastica, resistentes e/ou intolerantes a ITQ de Segunda Geração.;Incorporação;31/10/2023
Externa;21/12/2022;Medicamento;Pneumologia;Vertex Farmacêutica do Brasil;Elexacaftor tezacaftor ivacaftor;Processo encerrado: decisão de incorporação no SUS;Tratamento da fibrose cística em pacientes com 6 anos de idade ou mais que tenham pelo menos uma mutação F508del no gene CFTR;Incorporação;06/09/2023
Externa;25/01/2023;Medicamento;Neonatologia;AstraZeneca do Brasil;Palivizumabe;Processo encerrado: decisão de não incorporação no SUS;prevenção da infecção pelo vírus sincicial respiratório em crianças prematuras com idade gestacional de 29 a 31 semanas e seis dias.;Incorporação;13/11/2023
Externa;08/02/2023;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Carfilzomibe;Processo encerrado: decisão de incorporação no SUS;tratamento de pacientes com mieloma múltiplo recidivado ou refratário que receberam uma terapia prévia.;Incorporação;13/11/2023
Externa;09/02/2023;Medicamento;Imunologia;CSL Behring Comércio de Produtos Farmacêuticos;Inibidor de C1 esterase derivado de plasma humano;Processo encerrado: decisão de incorporação no SUS;tratamento de crises de angioedema hereditário tipos I e II, condicionado ao uso restrito hospitalar.;Incorporação;22/12/2023
Externa;22/02/2023;Medicamento;Neurologia;Merck;Cladribina oral;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes adultos com esclerose múltipla remitenterecorrente altamente ativa em primeira linha;Incorporação;31/10/2023
Externa;08/03/2023;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Daratumumabe em combinação com bortezomibe e dexametasona;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com mieloma múltiplo recidivado e/ou refratária que receberam uma única terapia prévia no Sistema Único de Saúde (SUS).;Incorporação;20/10/2023
Externa;18/04/2023;Medicamento;Genética;Sanofi Medley Farmacêutica;Betaagalsidase;Processo encerrado: decisão de incorporação no SUS;Tratamento da doença de Fabry clássica;Incorporação;29/12/2023
Externa;08/05/2023;Medicamento;Hematologia;Masters Speciality Pharma;Hidroxiureia 100 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com idade de 2 anos ou mais com doença falciforme.;Incorporação;07/03/2024
Externa;08/05/2023;Medicamento;Hematologia;Masters Speciality Pharma;Hidroxiureia 1000 mg;Processo encerrado: decisão de não incorporação no SUS;Tratamento de pacientes com idade de 2 anos ou mais com doença falciforme.;Incorporação;07/03/2024
Externa;08/05/2023;Medicamento;Gastroenterologia;JanssenCilag Farmacêutica;Ustequinumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com Doença Crohn ativa moderadagrave, após falha ao tratamento com uso de antiTNF ou pacientes contraindicados ao uso de antiTNF;Incorporação;23/01/2024
Externa;02/06/2023;Procedimento;Oncologia;Produtos Roche Diagnóstica Brasil;Testagem molecular;Processo encerrado: decisão de incorporação no SUS;Detecção de HPV e rastreamento do câncer do colo do útero;Incorporação;08/03/2024
Externa;07/06/2023;Medicamento;Hematologia;Alexion Serviços e Farmacêutica do Brasil;Ravulizumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com Hemoglobinúria Paroxística Noturna (HPN) a partir de 14 anos de idade, virgens de tratamento ou em uso prévio de eculizumabe;Incorporação;07/03/2024
Externa;20/07/2023;Medicamento;Gastroenterologia;Celltrion Healthcare Distribuição de Produtos Farmacêuticos do Brasil;Infliximabe;Em análise após consulta pública;Tratamento por via subcutânea (SC) de pacientes adultos com doença de Crohn (DC) moderada a grave que tiveram resposta inadequada às terapias convencionais.;Incorporação;
Externa;30/07/2023;Medicamento;Oncologia;AstraZeneca do Brasil;Durvalumabe;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes com câncer de pulmão Não pequenas células (CPNPC) estágio III irressecável, cuja doença Não progrediu após a terapia de quimiorradiação à base de platina;Incorporação;22/04/2024
Externa;31/07/2023;Medicamento;Infectologia;Takeda Pharma;Vacina Tetravalente TAK003;Processo encerrado: decisão de incorporação no SUS;prevenção de infecção causada pelo vírus da dengue e suas complicações.;Incorporação;22/12/2023
Externa;09/08/2023;Medicamento;Endocrinologia;Novo Nordisk Farmacêutica do Brasil;Liraglutida;Processo encerrado: a pedido do demandante;Tratamento de pacientes com diabetes mellitus tipo 2, associada a doenças cardiovasculares, TFG < 45, em uso de hipoglicemiantes e com indicação de intensificação do tratamento.;Incorporação;
Externa;17/08/2023;Medicamento;Cardiovascular;Laboratórios Pfizer;Tafamidis;Processo encerrado: decisão de incorporação no SUS;Tratamento da cardiomiopatia amiloide associada à transtirretina (ATTRCM), do tipo selvagem ou hereditária, classes funcionais NYHA II e III, em pacientes acima de 60 anos de idade.;Incorporação;21/06/2024
Externa;25/08/2023;Medicamento;Hematologia;Associação Brasileira de Hematologia Hemoterapia e Terapia Celular ABHH;Ibrutinibe;Processo encerrado: decisão de não incorporação no SUS;Tratamento de paciente com leucemia linfocítica crônica recidivada/refratária inelegível a análogos de purina.;Incorporação;17/06/2024
Externa;12/09/2023;Medicamento;Hematologia;Laboratórios Pfizer;Derisomaltose férrica;Processo encerrado: decisão de incorporação no SUS;Tratamento de pacientes adultos com anemia por deficiência de ferro, independente da causa, após falha terapêutica, intolerância ou contraindicação aos sais de ferro oral;Incorporação;21/10/2024
Externa;18/09/2023;Procedimento;Neurologia;5ª Vara Federal de Porto Alegre;Monitorização intraoperatória neurofisiológica;Processo encerrado: decisão de incorporação no SUS;Pacientes com tumor cerebelopontino submetidos à cirurgia de exérese tumoral com alto risco de sequelas neurológicas;Incorporação;22/04/2024
